"","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct12t29","agePct16t24","agePct65up","numbUrban","pctUrban","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","NumUnderPov","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","TotalPctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","NumKidsBornNeverMar","PctKidsBornNeverMar","NumImmig","PctImmigRecent","PctImmigRec5","PctImmigRec8","PctImmigRec10","PctRecentImmig","PctRecImmig5","PctRecImmig8","PctRecImmig10","PctSpeakEnglOnly","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccLowQuart","OwnOccMedVal","OwnOccHiQuart","OwnOccQrange","RentLowQ","RentMedian","RentHighQ","RentQrange","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","NumInShelters","NumStreet","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LemasSwornFT","LemasSwFTPerPop","LemasSwFTFieldOps","LemasSwFTFieldPerPop","LemasTotalReq","LemasTotReqPerPop","PolicReqPerOffic","PolicPerPop","RacialMatchCommPol","PctPolicWhite","PctPolicBlack","PctPolicHisp","PctPolicAsian","PctPolicMinor","OfficAssgnDrugUnits","NumKindsDrugsSeiz","PolicAveOTWorked","LandArea","PopDens","PctUsePubTrans","PolicCars","PolicOperBudg","LemasPctPolicOnPatr","LemasGangUnitDeploy","LemasPctOfficDrugUn","PolicBudgPerPop","murders","murdPerPop","rapes","rapesPerPop","robberies","robbbPerPop","assaults","assaultPerPop","burglaries","burglPerPop","larcenies","larcPerPop","autoTheft","autoTheftPerPop","arsons","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"523",14870,2.73,5.14,86.58,1.02,12.31,14.36,26.34,12.69,14.45,0,0,19456,69.57,0.95,29.23,35.8,10.95,16.38,22487,9017,9307,6090,7713,23137,6111,6131,3263,23.17,15.47,37.38,11.25,9.68,49.91,27.11,22.3,21.63,20.31,13.86,22.46,14.9,14.39,3.11,71.73,64.87,74.77,74.59,49.06,62.07,339,2.67,635,10.55,19.06,25.67,42.52,0.45,0.81,1.1,1.82,88.53,1.41,5.93,4.26,2.59,2.52,2.74,63.79,5.62,46.83,3,812,87.02,65.69,5.67,57.27,1962,15.77,0.64,21900,36600,55600,33700,165,229,310,145,329,26.3,21.1,14.2,0,0,4.28,72.05,49.07,79.16,93.38,-95.3109232797681,188.076788947493,-88.8776267362069,158.596025046295,-19433.2202966275,76146.3580417903,448.975702233247,188.07842788601,87.7954393362587,83.4490850624327,9.72967358071315,6.77035348767007,-0.50820049137344,15.944747429181,-7.43417306292403,7.87644314007622,101.056262118266,21.1,705.5,0.69,59.7466111531803,-10411689.5408613,86.6291188355671,"No",0,86827.5873760186,1,6.7,11,73.71,3,20.1,87,582.95,180,1206.11,446,2988.47,46,308.23,25,167.52,683.46,4670.33
"524",82106,2.91,2,40.85,38.14,36.08,14,30.72,14.87,11.07,82106,100,31368,79.08,0.31,37.86,21.03,11.58,11.72,34170,13436,16318,15499,11775,11253,11370,11735,11819,14.75,14.56,27.91,22.92,6.05,59.34,15.91,22.38,12.48,27.7,8.03,38.82,12.06,10.17,3.4,71.03,67.3,78.12,71.33,56.64,62.64,2600,4.63,38514,19.06,28.82,43.59,57.86,8.94,13.52,20.45,27.14,36.23,17.72,11.37,7.87,2.83,2.94,2.76,42.08,21.45,73.24,2,1365,95.39,40.59,2.93,20.29,1955,2.02,0.51,178200,231000,286900,108700,483,587,702,219,636,28.4,25.4,11.4,53,1,46.91,36.62,41.72,79.52,83.52,-129.536001349739,110.84360024231,-133.388508912311,100.533164471442,88742.3876202427,81459.0044310334,680.47378973541,110.848991145565,82.1597249351313,67.8900607974543,6.32918544397117,19.0700755041404,2.76910344956708,27.7655027905143,-10.4524259421315,8.58697416486034,180.760467791284,7.9,10393.2,5.99,69.757347330038,-498279.159512167,89.240299883673,"Part time",0,113342.802018597,3,3.54,19,22.4,311,366.59,129,152.06,894,1053.81,1720,2027.47,799,941.83,33,38.9,544.59,4062
"525",36322,2.47,6.2,93.17,0.26,0.49,13.3,25.89,12.42,14.62,36322,100,23933,74.23,0.45,38.78,31.56,9.07,18.59,27421,11781,12119,6769,9548,13202,7798,6613,5477,15.48,13.67,31.74,12.92,6.96,58.25,21.39,23.71,19.43,22.85,12.96,26.45,17.35,15.36,2.95,63.66,59.35,72.48,63.21,63.28,70.64,887,3,351,8.26,23.36,34.47,37.04,0.08,0.23,0.33,0.36,97.05,0.29,3.26,2.25,2.41,2.52,2.26,61.93,1.91,54.08,2,902,94.22,59.32,1.33,35.59,1955,8.35,0.23,34900,48100,65900,31000,176,268,359,183,348,25.4,17.1,12.6,16,0,0.97,61.42,53.72,80,89.5,-19.7073483098217,248.875198897483,-21.5290825052396,210.383659272577,10310.4269628132,108269.694091764,450.587999852635,248.876345359935,87.8723673096984,88.3716923643589,9.31170838336702,1.57817824944182,-0.378655853963951,10.4750722229627,-2.28943301344474,8.37299376219527,92.9341562406454,13.8,2625.2,1.2,89.334943146939,-5195106.37451959,86.5234578255776,"No",0,130028.365472221,1,2.61,14,36.6,21,54.89,454,1186.74,187,488.81,1407,3677.85,116,303.22,35,91.49,1280.84,4561.38
"526",33187,2.36,33.04,64.94,1.34,1.46,12.1,27.72,13.38,11.08,33187,100,35516,81.75,0.75,41.03,22.19,6.75,18.64,41012,18358,23648,8523,22667,11771,6984,10856,3966,12.12,6.94,19.83,32.79,5.37,68.93,5.8,28.16,6.66,36.47,13.43,37.71,17.38,15.58,2.97,54.67,47.6,66.45,55.13,68.07,76.75,2397,9.73,1215,13.74,20.49,31.28,33.17,0.5,0.75,1.15,1.21,94.05,0.75,4.75,2.82,2.33,2.39,2.27,49.08,3.16,50.26,2,1191,92.19,47.76,14.95,24.77,1965,4.62,0.22,99400,138500,193300,93900,368,533,672,304,602,27.1,21,13.3,10,2,3.66,56.32,47.02,78.1,83.77,96.5841468386718,404.289613369831,70.9576879391572,343.285704845086,96091.8334180278,196721.78918581,508.702240487553,404.291680886898,83.8554467148833,86.2816768420745,11.2865898333032,-0.878206183455629,0.694016936431495,10.968033901696,3.65991807994918,9.21381047759844,107.747402421094,6.6,5063.6,5.05,144.401039459898,6050039.33986759,86.1135720332722,"No",0,258362.41687725,4,11.29,26,73.4,201,567.46,275,776.38,552,1558.4,1559,4401.34,143,403.72,75,211.74,1428.53,6575.2
"527",10170,3.05,1.92,95.28,1.7,1.9,39.15,60.14,52.32,7.42,0,0,19635,79.36,1.14,59.01,23.02,3.1,12.52,36011,9190,9328,3018,14411,8747,8804,9004,2631,32.74,8.13,17.41,36.12,4.36,58.45,11.5,33.09,12.39,28.47,3.46,68.4,5.02,4.28,2.99,75.5,76.55,88.54,96.19,69.88,78.64,63,1.43,314,29.3,38.54,43.63,43.63,0.9,1.19,1.35,1.35,94.11,0.86,4.53,2.49,2.43,2.64,2.31,39.76,4.83,58.96,2,156,95.53,36.6,2.56,25,1961,0.87,0,45800,60300,76300,30500,212,317,429,217,360,31,18.3,11.9,14,0,3.09,74.36,31.75,43.86,92.55,-527.48992762882,-486.366932125495,-453.252488100364,-400.95939019549,-90785.8997457387,-178729.165125965,730.489882398849,-486.368647442846,92.0893008914387,95.0720396618925,-0.623571173535061,3.11139720419194,1.01905963999823,3.41414692037081,-28.3910922480731,9.82907892783205,93.4429663236694,4,2566.9,0.37,48.1743041254539,-33843648.0621919,91.9409771960264,"Part time",0,-344850.244985624,0,0,8,58.06,2,14.51,9,65.32,39,283.04,305,2213.51,10,72.57,3,21.77,137.89,2590.9
"528",10322,2.45,26.53,72.89,0.15,0.78,12.24,25.16,12.5,17.39,10322,100,18049,69.31,0.54,21.03,38.51,11.2,13.65,22957,9559,10704,6456,0,4565,38392,8937,2008,19.85,26.95,52.39,9.22,6.47,54.86,32.15,13.37,28.46,14.66,10.32,29.84,14.46,12.65,2.99,58.64,53.15,65.6,60.71,63.57,65.8,528,5.79,53,22.64,33.96,43.4,43.4,0.12,0.17,0.22,0.22,97.43,0.54,4.51,3.02,2.4,2.37,2.45,55.34,4.25,62.46,2,295,93.45,56.17,2.03,34.24,1958,15.46,0.16,29700,42800,62700,33000,141,212,279,138,309,27.2,19.8,14.7,0,0,0.51,79.61,56.9,77.81,92.14,-133.835856839216,254.16744466195,-128.958228435669,214.445100324702,-17856.021045187,114895.539496314,467.654602395225,254.168810757221,85.3080108460787,82.8077872775178,12.8816745792098,4.17696755804664,-0.412792320172688,16.6001221516591,-10.5857381904372,8.35261568237986,95.7106392944958,5.2,2003.5,0,82.4016263798867,-12852557.5042557,85.8625292455436,"No",0,129788.649072721,2,16.62,3,24.93,36,299.15,119,988.86,155,1288.02,495,4113.35,33,274.22,0,0,1329.57,5675.59
"529",18630,2.7,1.2,93.59,4.94,1.67,11.8,20.64,9.94,15.09,18630,100,83275,80.91,0.5,76.81,29.27,2.17,15.57,102529,52621,54572,17442,0,26403,27611,38134,359,1.94,3.17,7.27,60.94,2.25,62.44,8.72,33.93,2.04,56.1,3.8,25.54,6.26,5.1,3.06,89.7,89.53,98.86,87.22,45.55,55.46,72,0.53,2477,11.51,17.12,20.79,27.49,1.53,2.28,2.76,3.66,83.99,1.23,3.16,2.48,2.68,2.85,1.92,86.96,0.54,20.15,3,199,97.2,81.76,1.51,37.69,1947,0.17,0.24,264600,382300,500001,235401,639,792,979,340,849,27.1,19.8,12.8,9,0,13.3,44.14,66.9,80.27,85.71,390.103447740746,603.41375437848,353.836693216572,510.243419936841,102519.705359729,238716.156395657,334.544218610251,603.418820294093,95.3830318391972,98.9793626345229,-6.91468360405859,0.389732525689379,1.22846854543046,-5.51365365351073,28.1162706846564,7.33042521028436,145.866608112974,9.7,1915.8,17.53,50.4724184533851,29043973.4534895,88.727925447416,"No",0,434520.722378162,0,0,1,5.29,14,74.04,7,37.02,111,587.02,439,2321.65,131,692.79,0,0,116.35,3601.46
"530",85427,2.55,0.79,97.97,0.83,0.99,12.1,24.16,11.21,15.12,85427,100,35786,77.18,0.36,48.16,32.68,5.3,20.85,42120,16371,16393,13614,11080,18571,10244,15803,4078,4.84,6.04,22.18,21.26,5.44,63.59,19.95,23.88,12.08,27.59,7.91,28.01,10.64,9.37,3.08,81.43,79.06,91.95,76.32,64.43,72.52,768,1.18,3610,4.6,7.92,10.53,14.24,0.19,0.33,0.44,0.6,93.52,0.67,3.67,2.57,2.52,2.73,1.91,80.58,1.06,44.43,3,1704,95.15,74.41,2.23,36.85,1958,0.95,0.3,96900,116600,142700,45800,324,511,629,305,570,27.3,22.7,14.1,0,0,4.23,75.27,65.58,82.04,93.2,168,196.01,166,193.67,83631,97573.2,497.8,196,98.57,99.4,0.6,0,0,0.6,6,12,59.5,36.8,2322.5,1.76,68,11102485,98.81,"No",3.57,129534,3,3.5,17,19.83,35,40.83,308,359.35,517,603.19,2444,2851.44,636,742.03,48,56,423.52,4252.66
"531",10098,2.98,0.79,98.28,0.68,0.98,14.43,25.95,11.43,6.43,0,0,44492,88.78,0.75,42.75,15.65,4,8.49,49259,17374,17407,16163,0,18983,13000,9671,399,3.98,3.87,12.3,30.6,5.47,71.49,31.79,19.71,13,36.56,6.48,27.19,9.64,8.09,3.36,85.76,84.25,93.53,83.3,61.44,69.56,69,0.97,478,9,18.2,22.59,24.69,0.43,0.86,1.07,1.17,94.15,0.45,5.3,4.19,2.96,3.16,2.37,79.72,0.95,31.5,3,120,96.58,74.68,0,25.83,1973,1.15,0.17,138600,166700,208700,70100,394,551,695,301,664,25.4,23.4,12.4,0,0,4.73,66.48,55.6,84.31,89.81,8.09408827434307,39.2869997591735,24.1989335264931,35.7633266554014,-12075.3190984458,-3755.07583875768,442.370446660647,39.2892264855427,96.6319041248868,94.8856792059861,-5.0568640319046,7.02993271801647,0.263965174527394,2.12885685384803,4.33057180457353,7.36617856016683,120.907121757638,23.4,432.1,0.59,8.53464684144127,-39507.4609033349,90.1927645448018,"No",0,17822.9684008957,1,9.55,0,0,0,0,21,200.63,55,525.46,119,1136.91,6,57.32,0,0,210.18,1719.69
"532",43548,2.92,2.23,88.14,9.06,2.86,13.54,25.63,12.2,8.2,43548,100,58769,87.61,0.45,60.97,20.27,2.69,15.05,64076,24467,25146,22207,20160,18839,15212,21944,987,2.27,4.17,11.99,40.94,3.86,70.02,17.06,28.05,7.58,41.88,4.55,28.36,7.2,5.9,3.26,89.38,87.69,96.75,86.79,55,67.74,166,0.57,6093,11.88,19.37,29.26,36.89,1.66,2.71,4.09,5.16,81.48,2.02,4.34,3.59,2.92,3.03,2.31,87.6,1.48,32.03,3,474,96.92,84.3,1.05,36.92,1968,0.23,0.41,147700,190400,242200,94500,604,684,872,268,731,25.9,22.5,14.1,7,0,13.99,46.97,62.42,78.8,85.19,91,200.56,82,180.72,20600,45401.5,226.4,200.6,72.23,69.05,1.59,1.59,0,3.17,2,10,1.1,22.8,1910.5,10,56,4682670,90.11,"No",2.2,103203.9,0,0,11,24.24,18,39.67,40,88.16,213,469.44,1186,2613.89,101,222.6,7,15.43,152.07,3321.36
"533",72798,2.46,7.68,86.25,4.09,1.42,13.68,26.3,12.48,13.29,72798,100,23835,76.41,0.77,34.84,28.41,5.25,12.46,29812,12994,13767,7263,9949,9013,8158,7546,9869,13.8,9.81,26.71,16.74,5.61,61.01,27.68,21.16,20.72,23.72,12.11,23.94,14.93,13.61,3.02,74.27,71.7,81.56,79.91,64.31,69.15,1140,1.98,3010,15.55,27.51,44.68,69.27,0.64,1.14,1.85,2.86,93.79,1.44,4.12,2.77,2.41,2.58,2.18,63.19,3.37,53.52,2,3408,89.69,59.16,1.2,33.66,1964,10.03,0.4,35700,50600,74000,38300,190,246,314,124,315,23.8,17.3,12.6,19,5,4.13,58.02,48.19,75.69,83.69,-18.4708863037615,112.648307227464,-17.2419191977941,97.3480827350537,30852.1122529361,55361.1631419998,506.784012568596,112.649174975779,88.607074621748,88.9320321856997,7.18898344813988,2.58624116599478,-0.00709883203285561,9.7055249482704,-1.735346001732,8.64094575773761,96.933898667059,48.4,1504,0.06,95.1807139204191,-3894813.94236808,87.6411010516823,"No",0,45296.2069637602,4,5.3,66,87.51,62,82.21,389,515.77,963,1276.83,3956,5245.22,391,518.42,23,30.5,690.79,7070.97
"534",574283,2.51,25.59,62.84,5.29,10.79,15.09,35.85,19.45,10.05,574283,100,29180,76.69,0.44,36.87,21.15,11.94,11.92,34377,15581,18939,10420,9319,9406,7959,8364,102092,18.71,10.34,24.3,30,8.32,60.86,9.91,34.71,9.63,32.71,8.56,55.03,11.76,10.24,3.19,52.51,48.77,61.67,53.24,57.36,62.98,40383,11.24,114597,23.72,33.9,45.38,55.29,4.73,6.77,9.05,11.03,74.42,6.36,8.4,4.46,2.37,2.64,2.25,34.36,6.88,68.27,2,22399,91.07,30.88,6.94,38.17,1939,3.36,0.85,131300,161400,193400,62100,326,546,735,409,625,28.4,22.6,14.1,2245,218,19.95,51.26,47.82,71.68,79.69,2053,372.79,1919,348.46,519282,94292.3,252.9,372.8,88.7,74.14,20.46,4.82,0.58,25.86,72,9,323.8,50.2,11447.7,32.2,737,119970312,93.47,"Part time",3.51,217844.59,98,17.8,480,87.16,4081,741.04,6184,1122.9,7982,1449.39,24789,4501.24,11932,2166.64,493.161099513768,75.7112301790166,1968.89,8908.41639228293
"535",20958,2.55,0.32,98.08,0.54,1.88,12.23,25.94,11.65,13.44,20958,100,31998,77.87,0.29,56.93,30.11,4.21,20.92,36735,13663,13703,8740,10519,10396,11244,9423,1035,5.01,7.7,20.6,14.81,4.6,63.44,30.39,21.97,17.93,20.27,9.01,28.09,10.26,9.67,3.04,76.56,76.41,92.56,76.84,65.32,74.87,238,1.44,692,2.6,4.34,8.53,11.56,0.09,0.14,0.28,0.38,92.78,1.07,3.42,2.44,2.52,2.8,2.09,67.76,1.69,44.8,3,207,97.54,61.14,0.48,44.44,1955,1.93,0.61,56800,67600,81900,25100,293,375,457,164,437,22.9,18.7,13.8,0,0,3.3,82.47,61.91,91.36,95.41,107.690505251837,245.419337191528,104.503811471771,206.396665711426,3216.66357415258,81203.2581562593,363.182430553663,245.421217126857,93.8845647164558,93.6981175868403,1.76322920378863,3.40966489220748,-0.647645577883997,4.49917613542002,8.02435910438804,7.32586723394949,100.955424765555,5,4233.9,2.78,42.159836536544,2890304.52226099,87.7050923450838,"No",0,132842.931096063,0,0,5,24.55,8,39.28,12,58.91,145,711.87,671,3294.22,25,122.74,18,88.37,122.74,4217.19
"536",27901,2.64,0.93,95.98,2.43,2.01,12.18,21.94,10.52,10.62,19758,70.81,57464,82.28,1,66.96,23.53,2.05,17.12,66046,26073,26394,21336,12285,18928,6846,15005,651,2.35,3.27,9.41,46.21,2.84,69.97,14,26.96,5.09,44.86,6.03,26.47,9.2,7.7,3.06,86.12,86.01,98.06,86.15,58.28,70.71,123,0.65,1901,9.42,16.89,22.09,24.62,0.64,1.15,1.51,1.68,90.63,0.68,2.89,2.19,2.62,2.75,2.15,82.57,0.6,31.23,3,395,96.39,78.69,0.76,47.09,1968,0.36,0.05,179900,227600,289000,109100,409,650,792,383,698,24.4,22.2,13.5,0,0,6.81,56.16,58.73,83.46,88.9,162.820729009464,283.808006350539,158.713056400489,241.064820149252,26613.373079609,100795.146293049,384.253737674049,283.810830393288,96.4417160349911,99.1443019280626,-5.35814059056956,1.73195471210801,0.406952348306057,-3.33594792202858,14.1831921865612,7.47599690062682,120.968664484224,53.2,524.3,2.49,32.1468564677925,10736190.8395549,89.3263956912061,"No",0,190559.039713291,0,0,4,14.32,1,3.58,10,35.8,92,329.35,425,1521.44,15,53.7,1,3.58,53.7,1908.07
"537",11886,2.57,0.39,87.04,3.87,15.3,16.12,35.49,18.9,9.93,11886,100,21183,77.04,0.43,30.03,26.27,9.85,16.74,23681,9631,10035,15000,4002,7044,7029,6943,2446,20.7,8.54,26.28,13.24,7.12,63.96,17.96,16.94,20.05,16.57,13.58,30.6,16,14.83,3.17,62.31,61.02,69.36,66.5,60.47,65.88,242,2.57,930,18.92,30.65,49.35,62.47,1.48,2.4,3.86,4.89,85.66,3.43,7.92,5.29,2.56,2.81,2.4,44.3,7.67,67.16,2,342,93.12,40.5,3.8,16.96,1969,7.58,0.86,46700,58300,71300,24600,252,286,336,84,347,23.4,21.9,12.8,0,4,7.82,66.99,41.09,79.34,86.86,-267.313275596535,26.612585421361,-243.90078335811,26.1800284381541,-23440.8453446217,31418.1325577102,584.442543315345,26.6136603857807,85.7331430389722,82.5802070166652,9.43329396161792,6.3562563221105,0.486669666197139,16.1610335535788,-17.5053483064895,8.90223113892474,107.523772933427,3.6,3346.3,3.72,75.566571586904,-18451048.1360301,87.8489625625675,"Part time",0,-5803.71702516815,0,0,8,64.75,16,129.5,37,299.47,182,1473.09,912,7381.63,51,412.79,5,40.47,493.73,9307.97
"538",60633,2.89,4.03,91.16,4.04,1.64,36.54,58.57,46.22,6.18,60633,100,18393,84.61,0.66,47.29,16,4.65,10.37,29912,10616,10722,7581,8351,12297,5582,6446,14462,31.46,4.65,13.51,47.94,6.83,50.86,8.33,44.49,7.91,38.44,5.7,64.28,8.83,7.36,2.81,67.48,65.3,73.55,64.12,59.73,67.09,576,2.44,4115,44.71,54.9,67.53,71.47,3.03,3.73,4.58,4.85,90.97,1.31,2.29,1.47,2.19,2.39,2.09,37.28,2.85,65.7,2,1042,95.27,34.2,1.15,22.17,1967,3.7,0.25,52900,76300,107600,54700,268,348,438,170,403,34.9,18.1,11.7,61,0,6.79,52.83,23.52,42.67,71.02,-528.436247708431,-409.720217360514,-466.400319466113,-334.471441204696,-36635.9593521135,-119420.111753216,815.269768799195,-409.721833158707,86.8339809980455,91.4644995179917,4.04085091560505,0.671860334385429,1.82444667023165,6.38010984898285,-30.2771252226409,10.8953143219261,98.0482052669956,15.7,3871.8,3.45,104.574507779873,-31516207.3230374,91.2438094478798,"Part time",0,-281240.607692519,0,0,20,31.69,10,15.84,485,768.45,354,560.89,1797,2847.23,160,253.51,5,7.92,815.98,3669.55
"539",67460,2.25,5.03,72.73,14.72,16.04,8.87,29.23,11.77,8.73,67460,100,42431,87.02,0.45,52.82,16.05,4.05,11.34,48960,22436,24658,17150,16815,18790,11074,12091,4157,6.22,6.41,13.37,40.75,3.17,75.75,32.45,22.37,7.68,41.18,12.62,40.45,17.16,14.85,2.93,72.73,70.62,86.26,72.37,65.28,71.9,961,2.56,15539,27.99,38.3,50.1,60.95,6.45,8.82,11.54,14.04,72.62,7.18,5.63,2.97,2.23,2.26,2.21,38.26,8.6,70.35,2,1497,95.25,37.75,0.8,9.89,1966,1.05,0.19,270600,347000,439700,169100,593,715,897,304,760,26,25.1,11.7,112,5,23.03,36.79,35.18,60.58,78.07,-79.2372444892561,255.55497840563,-80.9148887066497,222.244142605306,71385.760857796,144718.09183104,620.955844938432,255.55835070046,85.289049454497,85.3517638796105,3.60888705441091,3.84315577957254,2.36220896154815,9.51964728545262,-4.23636952799412,9.40139146591766,145.029880647227,12.5,5410.7,4.19,100.654238737828,1080149.85315366,88.9031752280598,"Part time",0,201479.697561041,2,3.02,10,15.12,77,116.41,183,276.67,521,787.69,3090,4671.7,349,527.64,21,31.75,411.23,6018.78
"540",18309,3.11,3.25,93.18,1.17,4.37,13.36,28.12,9.93,2.51,18157,99.17,47869,96.76,1.02,42.76,7.71,1.82,6.49,49984,16040,16379,13700,9405,12798,5810,9885,564,3.09,1.8,6.27,31.9,3.09,81.09,25.59,17.37,6.46,33.93,6.17,20.13,9.99,8.1,3.38,87.51,86.47,92.17,85.84,66.28,75.01,56,0.55,509,12.18,20.43,33.2,34.97,0.34,0.57,0.92,0.97,94.74,0.61,4.02,3.44,3.11,3.11,3.09,74.91,3.38,11.13,3,277,95.51,74.76,2.53,35.02,1981,1.93,0.13,68500,85100,99300,30800,450,510,564,114,643,24.4,23.8,14,0,0,2.78,46.03,37.73,57.58,83.89,-86.0706716984204,-159.453653361696,-54.665766754631,-129.813982824648,-24868.272938239,-82036.6888448149,511.844537014216,-159.452373683558,97.5687500265028,96.5302128163338,-6.85804371810038,7.19612781446311,0.473827905061258,0.704265754222,-0.59284414809278,7.76998185588219,117.120266027078,19.7,930.3,0.84,7.45886452474244,-5675728.06476379,91.4202904521076,"No",0,-115349.999905392,0,0,7,25.27,1,3.61,69.0128284479136,-83.3166715331816,149,537.93,497,1794.29,38,137.19,3,10.83,-188.151015618732,2480.23
"541",191262,2.47,4.24,90.72,3.91,2.03,18.9,38,23.7,8.17,191262,100,29420,84.32,1.07,58.6,18.4,5.16,12.5,40799,15143,15901,7610,9527,7522,7571,9247,28640,16.05,3.84,9.38,41.98,3.52,68.16,9.57,37.44,7.88,35.31,7.72,47.42,10.81,9.32,2.92,73.9,72.82,82.43,73.97,71.37,78.05,2909,2.85,10906,35.2,47.14,57.09,66.02,2.01,2.69,3.26,3.76,91.47,1.04,2.98,1.9,2.3,2.6,2.04,52.94,2.98,54.57,2,2686,96.64,46.96,0.97,21.78,1962,1.74,0.43,61500,75200,97200,35700,338,430,530,192,472,28.3,20.7,13.2,209,5,5.7,63.1,38.27,68.18,82.66,301,153.45,232,118.27,109422,55783.2,363.5,153.4,96.98,91.03,5.98,2.99,0,8.97,21,9,169.5,59.8,3196.2,7.74,105,25907512,77.08,"Yes",6.98,132076.09,2,1.02,99,50.47,316,161.1,214,109.1,1606,818.74,7466,3806.15,913,465.45,56,28.55,321.68,5118.88
"542",10967,2.62,19.72,72.71,0.43,8.37,16.21,27.54,14.79,15.66,0,0,18870,70.17,1.13,34.81,32.18,9.62,13.81,24161,10766,12812,5815,14001,12831,3164,3188,2267,21.95,17.88,34.91,15.65,9,52.6,13.07,26.51,15.2,23.23,11.66,26.53,15.39,13.71,3.09,66.67,62.95,71.9,72.66,60.39,66.91,237,2.57,569,33.22,51.32,66.43,75.57,1.72,2.66,3.45,3.92,90.49,3.27,6.24,4.23,2.47,2.44,2.52,58.22,6.88,50.32,2,604,87.4,58.94,3.64,40.89,1970,14.51,0.96,30200,47000,72000,41800,177,245,324,147,329,25.6,19.5,16.5,0,0,5.19,76.8,45.79,71.11,91.32,-280.568475770088,65.4829122503184,-255.949469190753,58.1590857211858,-38690.3806112538,45505.8696074418,560.414603580403,65.4837974123804,85.7191636023878,83.3655220343964,10.311316035342,5.18636684329325,0.224188486851425,15.6335362460974,-18.3581793002137,8.8392387650089,101.532732862477,14.3,768.4,0,73.5425144726088,-20268807.4619288,87.4005334726044,"No",0,14185.7932274604,1,8.85,2,17.7,2,17.7,142,1256.64,158,1398.23,345,3053.1,27,238.94,1,8.85,1300.88,4699.12
"543",41832,2.57,0.92,97.32,0.43,3.8,12.82,26.11,11.91,13.48,41832,100,30638,74.92,0.34,39.64,32.94,7.2,23.56,36016,13338,13338,12804,12085,6830,16936,12954,3557,8.53,10.39,32.44,6.77,7.78,57.41,26.53,17.79,22.69,14.58,10.39,28.63,12.81,11.67,3.1,74.68,72.53,83.69,81.52,54.94,64.36,496,1.47,1659,2.89,3.68,6.15,9.76,0.11,0.15,0.24,0.39,92.33,0.68,4.37,3.12,2.57,2.68,2.16,81.89,2.18,41.67,3,506,96.98,78.45,1.19,23.52,1953,1.94,0.2,36800,44500,54800,18000,302,370,430,128,432,23.8,16.3,13.8,0,0,3.97,74.22,64.78,93.89,96.19,165.707994680111,311.369667976762,151.0626274798,261.100648341163,25801.3432276041,108804.128035657,347.616918224087,311.372051982423,92.204943773201,89.7706158709207,4.38733758640355,5.13142999388771,-0.758972348000322,8.72702814723351,10.0898650662017,7.16664535624164,104.205438648819,6.1,6903,1.21,52.1039119187835,6257660.40971362,86.9295754409854,"No",0,174566.87959921,5,12.29,15.0477223854698,32.412795616069,67,164.72,126,309.77,284,698.22,1417,3483.71,331,813.77,14,34.42,494.284187207618,5030.12
"544",11249,2.57,0.73,97.5,1.09,0.91,12.37,28.8,13.62,10.4,11249,100,32886,81.39,0.23,42.07,25.67,6.4,17.79,38252,13495,13648,10930,8760,7702,0,22193,755,6.75,12,25.29,13.57,5.32,69.64,32.89,16.5,19.45,20.74,9.87,28.26,13.98,12.04,3.02,72.88,71.17,81.74,76.34,66.67,77.15,214,2.51,429,4.43,10.26,27.51,33.57,0.17,0.39,1.05,1.28,85.52,0.92,3.84,2.74,2.56,2.72,2.35,61.79,1.9,56.03,2,345,92.69,58.28,1.74,21.74,1962,5.12,0.61,89700,109600,130500,40800,324,454,539,215,510,25.6,24.6,14.9,17,0,3.81,57.96,46.85,73.9,82.01,-69.1425084601434,162.595810376675,-56.5909417128695,138.769163918883,-19737.271745766,63365.5029564518,453.898148141493,162.597476087828,91.530748712947,91.2645794183364,2.84907910085712,3.80308297739546,0.0163897529812093,6.5921821429897,-2.80412303482902,7.97891190877217,106.787716894915,10.1,1110.1,1.13,45.6775869697808,-6503801.98108132,88.1920978163383,"No",0,87247.9577940382,0,0,4,35.61,1,8.9,4,35.61,66,587.55,263,2341.32,12,106.83,4,35.61,80.12,3071.31
